container_id,measurement_time,product_id,temperature,target_temperature,ambiant_temperature,kilowatts,time_door_open,content_type,defrost_cycle,oxygen_level,nitrogen_level,humidity_level,carbon_dioxide_level,fan_1,fan_2,fan_3,latitude,longitude,maintenance_required
C01,2021-01-28 18:51:28,covid-19,-49.778144491874585,-50.0,20.348632879980308,4.24786375392191,0,1,5,22.60082697576303,76.33498755975538,40.39405468080714,6.336515482102298,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 18:56:28,covid-19,-48.55626153725786,-50.0,20.264546684895862,2.9652865685413,0,1,4,21.33631358753158,77.59098721389144,39.62367583999776,7.409147233057255,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 19:01:28,covid-19,-50.222237462682166,-50.0,18.902977960894933,3.148255184473349,0,1,6,20.79827286392136,79.27553604760182,40.298678543150615,6.70081340050787,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 19:06:28,covid-19,-50.58485559667672,-50.0,20.772710725659312,2.928112251361132,0,1,6,19.22884001630102,78.69505153877583,40.078938692075695,7.734338440179702,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 19:11:28,covid-19,-52.397904965506704,-50.0,19.57097010917209,4.222958993128511,0,1,3,20.370364364712707,77.2469535856918,40.52611452995,7.5977058281611365,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 19:16:28,covid-19,-50.032786540661476,-50.0,19.768184517070278,3.78447488949117,0,1,5,20.999010937847757,77.67966534111356,40.82197865972641,7.055290023779859,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 19:21:28,covid-19,-50.14354740745135,-50.0,18.6468488205345,1.7738513665614049,0,1,3,18.680381269607707,78.37606662625024,41.12792200261413,6.72467948523124,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 19:26:28,covid-19,-49.602477178995365,-50.0,19.434250273707374,1.6528757938188654,0,1,3,20.483109792291458,79.61707393479978,39.56903096758689,7.081751618870674,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 19:31:28,covid-19,-49.9550970303219,-50.0,20.093229862762353,2.0993268900209134,0,1,3,20.8732155461481,78.22436082452703,41.65575154607401,7.445839650906368,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 19:36:28,covid-19,-49.33559893949118,-50.0,18.836797663443612,1.8843809372656724,0,1,6,20.377114879258983,78.44555750935557,41.02686385792032,7.514155640666021,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 19:41:28,covid-19,-49.72595802862314,-50.0,19.128414352031125,1.3791069596903403,0,1,3,22.09790857213213,78.16707154203579,40.11119015129532,7.104143124057128,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 19:46:28,covid-19,-50.036740522201406,-50.0,20.724980336589212,1.7294334211626117,0,1,4,22.347876131407315,78.12464673053975,40.39847341242548,7.2885942892734805,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 19:51:28,covid-19,-49.44202913825211,-50.0,19.131796628950596,3.901320204024205,0,1,5,20.903343970040133,78.4008163065818,40.46387215789342,6.805167816230536,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 19:56:28,covid-19,-49.33095082018792,-50.0,20.221166035649325,1.7721017785995188,0,1,3,20.89561364518803,77.9502536897136,39.92420635057129,6.312569593230028,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 20:01:28,covid-19,-49.31831680729164,-50.0,21.75515008554543,1.8407410580158987,0,1,4,21.029077540378005,77.55172559805094,39.927968587384136,6.258887315327936,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 20:06:28,covid-19,-48.92925233821465,-50.0,20.063258303942305,3.8459611617263647,0,1,4,20.227082590966777,80.15589308102456,40.95777557358512,5.329737011996373,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 20:11:28,covid-19,-50.400709150770055,-50.0,19.60879941472697,2.4258911927773554,0,1,6,18.882182413734405,78.54677975188922,40.390254298168365,7.626390106451612,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 20:16:28,covid-19,-49.43183182141038,-50.0,19.064998632095904,4.481054382975096,0,1,5,20.885297252457445,77.4769606573944,40.570036150044835,16.210790781302286,True,True,True,37.8226902168957,-122.324895,1
C01,2021-01-28 20:21:28,covid-19,-49.32104329928763,-50.0,18.91693083947909,3.816365676623282,0,1,5,22.112177239529753,79.36400828586524,38.92195342606586,8.521694080647778,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 20:26:28,covid-19,-50.18976092288034,-50.0,20.708469280569652,3.607525628859669,0,1,5,20.456452400683705,78.92910491389497,40.53880923974572,12.088504850240387,True,True,True,37.8226902168957,-122.324895,1
C01,2021-01-28 20:31:28,covid-19,-49.04391262776052,-50.0,20.00122137485199,1.548084239816816,0,1,6,21.111837122452137,77.7858198271392,38.285189683532785,8.478955669632935,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 20:36:28,covid-19,-49.917141857322186,-50.0,21.763811501142925,2.215446768327687,0,1,4,20.70403398325464,78.81413005600278,40.506087979974915,9.160859890074953,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 20:41:28,covid-19,-50.07784292182583,-50.0,20.48021170846405,1.4111446189227763,0,1,4,20.667912281927737,78.44015805097938,39.951758522483026,13.952926324331433,True,True,True,37.8226902168957,-122.324895,1
C01,2021-01-28 20:46:28,covid-19,-51.40811460918354,-50.0,21.47559510482056,2.1119776855028958,0,1,6,20.654413773703926,77.4775584765288,39.15642303961067,10.284721699106804,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 20:51:28,covid-19,-49.7162051906942,-50.0,19.70938823115908,1.5660187055814532,0,1,6,19.517210799744344,78.25531598126426,40.852511094489834,13.32215658967554,True,True,True,37.8226902168957,-122.324895,1
C01,2021-01-28 20:56:28,covid-19,-51.94849357116427,-50.0,18.71918875602418,4.84002951619341,0,1,5,20.794554566069774,75.35991494322009,39.556450882633236,10.84950535504953,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 21:01:28,covid-19,-49.65098683516232,-50.0,19.811645997358937,1.4522960443130453,0,1,5,19.838771813478996,78.12245506719825,40.6176945557352,15.462213715668966,True,True,True,37.8226902168957,-122.324895,1
C01,2021-01-28 21:06:28,covid-19,-49.44848382072162,-50.0,18.311003365879632,2.7626240482507316,0,1,5,20.9644742936681,78.36705902635552,40.2337315071649,10.964609760491966,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 21:11:28,covid-19,-50.22467890873407,-50.0,21.00461206794013,3.52069082008355,0,1,5,20.094435563544938,77.54670059545397,39.50496437408417,11.77542058048903,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 21:16:28,covid-19,-49.11660302018485,-50.0,20.213686092066034,3.11765613999859,0,1,4,21.15295290814083,77.68293684548183,39.15814496568257,7.585029349405956,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 21:21:28,covid-19,-51.00594930015928,-50.0,20.116032491172263,1.7612077680027771,0,1,5,20.60069317160838,79.00689332128901,40.06262302146319,8.070370097968961,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 21:26:28,covid-19,-51.40142146920556,-50.0,19.970982218056097,3.612605407302618,0,1,4,21.305331785323514,77.86106282847395,40.72836402801754,8.06345716622564,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 21:31:28,covid-19,-48.960556282718,-50.0,21.3406983357001,2.039763371668095,0,1,3,21.860855164446598,79.56981951251035,39.65586108745652,6.344424170264495,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 21:36:28,covid-19,-51.40752809058858,-50.0,20.509457158405073,2.7762651458272463,0,1,6,20.562850541534534,78.9129422742821,38.19998076283413,14.337477542810536,True,True,True,37.8226902168957,-122.324895,1
C01,2021-01-28 21:41:28,covid-19,-49.166711552638986,-50.0,20.382764342591656,3.1631615742852226,0,1,6,19.8512612779828,76.8509921604558,40.58628027816087,12.703939526063552,True,True,True,37.8226902168957,-122.324895,1
C01,2021-01-28 21:46:28,covid-19,-48.90619068000734,-50.0,18.830100469617232,3.7845674463743415,0,1,6,21.805821508795926,77.12975419043684,41.25015365350388,5.740223679611027,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 21:51:28,covid-19,-51.4184290821292,-50.0,21.46572774722523,3.334512683239997,0,1,5,20.624637314275727,77.9583197229208,41.57959593044518,13.11921988589291,True,True,True,37.8226902168957,-122.324895,1
C01,2021-01-28 21:56:28,covid-19,-50.01970367739062,-50.0,19.372715458053563,0.808996389536977,0,1,6,18.563301605122838,78.51007477770078,38.971000458611925,5.872103286755532,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 22:01:28,covid-19,-51.686718507010866,-50.0,18.934905146303475,2.6337407464250315,0,1,3,20.979033859867073,78.7545834509642,41.45434938163461,7.624926984776353,True,True,True,37.8226902168957,-122.324895,0
C01,2021-01-28 22:06:28,covid-19,-48.57891840315697,-50.0,19.58406249505866,2.930650093742629,0,1,5,19.777549257942468,78.15155539117542,40.07496830429016,9.265521673819075,True,True,True,37.8226902168957,-122.324895,0
